,gender,race,age,education,church_goer,patriotism,health_insurance,discuss_politics,political_interest,ideology,pid3,pid7,voted,votechoice,obama_muslim,climate_change,cc_caused_by_man,same_sex_wedding,econ_health,birthright_citizenship,build_wall,affirmative_action,corrupt_government,bathroom_policy,gay_marriage,death_penalty,rel_important,rel_daily_guidance,rel_bible_word,rel_attend_church,happy_life
3412,2,5,18,8,1,4,1,2,2,99,3,4,0,-2,1,1,1,1,3,3,1,1,4,1,3,2,2,-1,1,1,5
3413,2,1,41,15,2,2,1,1,3,3,1,2,1,1,1,1,1,2,3,3,2,2,3,2,1,2,2,-1,3,-1,5
3414,1,1,66,14,2,4,1,1,1,2,1,1,1,1,2,1,1,2,3,2,2,1,4,2,1,2,2,-1,3,-1,1
3415,1,1,56,10,2,-6,1,-6,-6,2,5,4,-2,-2,-6,1,3,1,3,1,2,2,2,2,2,1,1,2,2,-1,2
3416,2,3,33,12,1,-6,1,-6,-6,6,2,7,-2,-2,-6,2,2,1,4,3,3,2,3,1,2,1,1,3,2,1,2
3417,2,6,33,13,1,1,1,1,2,7,2,7,1,2,1,2,2,1,5,1,1,2,2,1,3,1,1,3,1,1,3
3418,1,1,51,13,2,2,1,1,3,3,1,2,1,1,2,1,3,2,3,2,2,3,3,2,1,1,2,-1,3,-1,3
3419,1,1,31,13,2,-7,1,-7,-7,2,1,1,-2,-2,-7,1,1,2,3,3,2,3,4,-9,1,2,2,-1,3,-1,3
3420,2,1,77,10,1,1,1,1,2,6,2,7,1,2,1,2,3,1,4,3,1,2,2,1,1,1,1,3,2,-1,3
3421,2,1,46,11,1,1,1,1,3,5,2,6,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2,-1,2,-1,1
3422,1,1,61,9,1,1,1,1,1,6,2,7,1,2,1,2,2,1,5,1,1,3,2,1,3,1,1,3,1,-1,2
3423,2,1,66,9,2,-6,1,-6,-6,99,2,7,-2,-2,-6,1,3,2,4,3,1,3,4,1,1,1,2,-1,2,-1,2
3424,1,2,66,13,1,-6,1,-6,-6,4,1,1,-2,-2,-6,1,1,2,2,3,2,1,4,2,1,2,1,3,2,1,2
3425,2,1,33,10,1,1,1,1,2,99,2,7,1,2,1,1,3,1,2,1,3,1,4,2,1,2,1,2,1,-1,2
3426,2,1,64,13,1,4,1,1,3,3,1,1,1,1,2,1,1,2,3,2,2,3,2,2,1,2,2,-1,3,-1,2
3427,1,3,63,10,1,1,1,2,4,2,1,1,1,1,1,1,1,1,2,1,1,2,4,1,2,1,1,3,2,-1,3
3428,1,1,55,11,2,1,1,2,2,4,1,2,1,2,2,1,3,1,3,1,1,2,4,1,2,1,1,1,2,-1,1
3429,2,1,45,14,2,4,1,1,2,5,1,2,1,1,2,1,1,2,2,3,3,2,3,2,1,1,2,-1,3,-1,2
3430,1,1,59,13,2,4,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,-1,3,-1,3
3431,2,2,56,13,2,2,1,1,3,99,3,4,1,4,2,1,3,1,3,2,2,3,4,1,2,1,1,3,2,-1,3
3432,1,1,63,10,1,1,1,1,1,6,2,7,1,2,1,2,2,1,5,1,1,3,2,1,3,1,1,3,1,-1,3
3433,1,2,42,12,2,4,1,1,2,99,5,3,1,1,2,1,1,1,3,3,2,3,2,2,1,2,2,-1,3,-1,3
3434,-9,-2,-9,-9,2,-6,1,-6,-6,4,5,4,1,1,-6,1,1,2,3,2,2,3,1,2,1,1,2,-1,3,-1,-9
3435,1,1,47,9,2,3,2,1,3,6,3,4,1,2,1,2,2,1,5,3,1,2,2,1,1,1,2,-1,3,-1,4
3436,-9,-2,-9,-9,-9,-6,1,-6,-6,6,2,7,-2,-2,-6,-9,-9,-9,4,3,3,3,-9,-9,-9,-9,-9,-1,-9,-1,-9
3437,1,3,63,9,2,1,1,1,2,2,1,1,1,1,2,1,3,2,2,1,2,1,2,2,1,1,2,-1,3,-1,2
3438,1,1,57,10,2,4,1,1,1,3,1,1,1,1,2,1,1,1,3,2,2,3,3,2,1,1,1,2,3,-1,1
3439,2,1,-9,13,1,1,1,1,3,5,2,6,1,2,2,2,1,2,2,3,3,1,4,2,1,1,1,2,2,-1,2
3440,2,5,76,2,1,2,1,1,2,3,1,1,1,1,2,1,3,2,4,2,2,1,3,2,1,2,1,3,2,2,2
3441,2,1,63,10,1,1,1,1,2,6,2,7,1,2,2,1,2,1,3,1,1,2,3,1,2,1,1,3,1,1,3
3442,2,1,29,13,2,2,1,1,2,5,2,6,0,-2,2,1,3,1,3,3,1,2,2,2,1,1,1,2,2,-1,2
3443,1,1,49,10,2,4,1,1,3,2,3,4,-2,-2,2,1,1,2,2,3,2,1,2,2,1,1,2,-1,3,-1,2
3444,2,1,75,10,1,-6,1,-6,-6,6,2,7,-2,-2,-6,1,3,1,3,3,3,3,4,1,2,1,1,2,1,-1,-5
3445,2,3,23,13,2,4,1,1,2,99,3,4,-2,-2,2,1,1,1,3,2,3,2,3,2,1,2,2,-1,2,-1,4
3446,2,6,51,9,1,-6,1,-6,-6,99,2,6,-2,-2,-6,-9,-9,-9,3,3,1,3,3,-9,-9,-9,1,-9,-9,-1,3
3447,2,1,29,13,2,4,1,1,2,2,1,2,1,1,2,1,1,2,3,2,2,3,4,2,1,2,2,-1,3,-1,2
3448,1,1,35,9,1,1,1,2,2,6,2,7,1,2,1,1,3,1,4,1,1,2,3,1,2,1,1,3,1,2,2
3449,2,1,62,10,2,1,1,2,3,99,1,2,1,1,1,1,1,2,3,2,2,2,4,2,1,1,2,-1,2,-1,3
3450,1,1,43,10,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,4,2,1,2,2,-1,3,-1,1
3451,1,1,35,16,1,1,1,1,2,6,2,6,1,2,2,2,2,1,4,1,3,2,2,1,2,1,1,3,2,-1,-5
3452,1,1,72,12,1,1,1,2,2,5,2,7,1,2,2,2,2,1,4,1,1,3,4,1,2,1,1,2,2,-1,3
3453,1,2,66,8,1,4,1,1,2,99,1,2,1,1,2,1,1,2,3,3,2,3,3,1,1,2,1,3,1,-1,2
3454,1,1,36,12,1,-6,1,-6,-6,7,2,6,-2,-2,-6,1,1,1,2,3,3,2,2,1,3,1,1,3,1,-1,1
3455,1,1,89,13,2,1,1,1,2,3,3,3,1,1,2,1,1,2,3,2,2,3,3,2,1,2,2,-1,3,-1,3
3456,2,5,24,14,1,4,1,1,3,5,3,5,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,3,1,2,1
3457,2,1,48,10,2,2,2,1,3,4,3,5,1,1,2,1,1,2,3,2,2,2,3,1,2,1,2,-1,1,-1,3
3458,2,2,44,13,1,4,1,1,2,99,1,2,1,1,2,1,1,2,3,2,2,3,4,2,1,2,2,-1,2,-1,3
3459,2,1,-9,14,1,2,1,1,2,4,3,4,1,5,2,1,3,1,4,2,2,2,4,2,1,1,1,2,2,-1,2
3460,2,6,23,13,2,6,1,1,1,2,3,3,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,-1,3,-1,1
3461,1,2,59,9,1,1,1,1,2,99,1,2,1,-9,-9,1,1,1,4,2,2,3,4,1,3,1,1,3,1,2,1
3462,2,1,48,13,1,1,1,2,4,5,2,6,1,2,2,1,3,1,3,3,3,2,4,1,2,2,1,3,2,-1,3
3463,2,1,58,16,1,2,1,1,2,2,3,3,1,1,2,1,3,1,3,2,2,3,4,2,1,2,1,3,2,-1,2
3464,1,1,62,10,2,-6,1,-6,-6,6,2,7,-2,-2,-6,1,3,1,5,1,1,3,4,1,1,2,1,2,2,-1,-5
3465,1,1,76,13,2,1,1,1,1,4,2,7,1,2,2,2,2,1,4,1,1,2,4,1,2,1,1,1,2,-1,2
3466,2,1,67,7,1,1,1,1,1,7,2,7,0,-2,1,1,1,1,4,1,1,2,2,1,3,1,1,3,1,2,4
3467,1,1,24,12,1,1,1,2,3,99,3,4,0,-2,1,2,2,1,3,3,3,3,3,1,3,1,1,3,1,-1,3
3468,1,1,70,10,2,2,1,1,3,5,3,5,1,2,1,1,3,1,2,3,3,2,2,2,1,1,1,1,2,-1,4
3469,2,1,33,13,2,1,1,1,1,3,3,3,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,-1,3,-1,2
3470,1,1,27,13,2,1,1,1,2,5,2,6,1,2,1,2,2,1,4,3,1,2,3,1,1,1,1,1,2,-1,3
3471,1,1,67,10,2,4,1,2,4,5,1,1,1,1,2,1,1,2,2,1,3,2,2,2,1,2,2,-1,3,-1,3
3472,1,1,69,10,2,-6,1,-6,-6,5,5,5,1,2,-6,1,3,1,4,1,1,2,2,1,3,1,1,2,1,-1,-5
3473,2,1,65,13,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,-1,3,-1,2
3474,2,1,68,10,2,1,1,1,4,4,3,3,1,1,2,1,3,2,3,3,3,3,3,1,1,1,1,2,2,-1,2
3475,2,6,39,12,1,-6,1,-6,-6,6,2,7,-2,-2,-6,2,3,1,4,1,3,2,2,1,3,1,1,3,1,2,2
3476,2,1,57,13,2,1,1,1,3,99,3,4,1,2,1,1,1,1,4,1,1,3,3,1,3,2,1,3,1,-1,1
3477,1,3,46,11,1,4,2,2,2,4,3,4,1,2,2,1,3,1,4,3,3,3,4,1,1,2,2,-1,2,-1,3
3478,1,3,58,14,2,4,1,1,4,4,3,4,-2,-2,2,1,1,2,3,3,3,3,2,1,1,2,2,-1,3,-1,2
3479,1,1,63,14,1,2,1,1,1,3,3,3,1,1,2,1,3,1,4,1,3,2,4,2,1,2,1,2,2,-1,3
3480,1,1,77,14,2,1,1,1,2,6,2,7,1,2,2,2,2,1,4,2,1,2,4,1,2,1,2,-1,2,-1,3
3481,1,2,19,12,1,4,1,1,2,3,1,2,-2,-2,2,1,1,1,3,2,2,3,4,2,1,2,2,-1,2,-1,3
3482,2,1,32,10,1,-7,1,-7,-7,99,5,4,1,2,-7,2,1,2,4,1,1,3,2,1,1,2,1,3,2,-1,3
3483,1,2,36,13,1,1,1,1,2,5,2,7,1,4,1,1,1,1,4,2,1,3,2,1,3,1,1,2,1,-1,2
3484,1,3,56,14,2,1,1,2,2,3,1,1,1,1,2,1,3,2,2,2,2,1,4,1,1,2,2,-1,3,-1,2
3485,1,1,43,10,1,1,1,1,1,3,1,2,1,1,2,1,3,2,2,3,2,2,3,2,1,1,2,-1,2,-1,2
3486,2,1,26,9,2,-6,1,-6,-6,4,3,4,-2,-2,-6,1,1,2,4,2,3,2,2,2,1,1,2,-1,2,-1,4
3487,2,2,58,13,1,2,1,1,2,99,1,2,1,1,2,1,1,2,2,3,2,1,2,1,2,1,1,1,1,1,3
3488,2,1,67,9,1,1,1,2,4,5,1,2,1,1,2,1,3,2,2,3,2,3,4,2,1,2,1,3,2,2,2
3489,1,1,57,10,2,1,1,1,2,6,2,7,1,2,1,2,2,1,4,2,1,2,2,1,3,1,1,2,1,-1,3
3490,1,6,53,13,1,1,1,1,2,6,2,7,1,2,-9,1,2,1,3,1,1,2,4,1,3,1,1,3,1,-1,1
3491,2,6,33,10,1,4,1,2,4,99,3,3,-2,-2,2,1,3,2,4,3,3,3,2,1,1,1,2,-1,3,-1,3
3492,1,5,75,14,1,1,1,1,3,5,2,6,1,1,2,1,3,2,1,2,2,2,3,2,1,1,2,-1,2,-1,1
3493,1,1,79,14,1,4,1,1,1,2,1,1,1,1,2,1,1,2,3,2,2,1,4,2,2,2,1,3,2,1,2
3494,1,3,59,14,1,2,1,2,3,3,1,2,0,-2,2,1,3,1,3,3,3,3,4,2,2,1,2,-1,3,-1,3
3495,2,6,32,12,1,-6,1,-6,-6,99,1,1,-2,-2,-6,2,2,2,4,3,3,3,2,1,3,2,1,3,1,-1,3
3496,2,5,42,10,1,-6,1,-6,-6,99,1,1,-2,-2,-6,1,1,2,3,2,3,3,2,2,1,1,1,2,2,-1,1
3497,2,1,58,14,1,1,1,1,1,7,2,7,1,2,2,2,2,1,4,1,1,2,2,1,3,1,1,3,2,1,3
3498,1,1,34,10,2,2,1,1,1,4,3,4,1,1,2,1,3,1,3,3,2,2,2,2,1,1,2,-1,3,-1,2
3499,1,1,53,11,1,2,1,2,4,4,3,5,1,3,2,1,3,1,4,3,2,2,4,1,3,1,1,2,1,-1,4
3500,2,2,31,13,1,4,1,1,3,4,1,1,1,1,2,1,1,1,2,2,2,2,3,1,3,1,1,3,1,2,1
3501,1,5,41,14,1,1,1,1,1,99,2,6,1,2,2,1,2,1,3,3,1,2,3,1,2,2,2,-1,3,-1,4
3502,2,6,54,16,1,7,1,2,2,2,3,5,1,1,2,2,2,1,2,1,2,3,2,2,1,2,1,3,1,-1,2
3503,2,1,64,9,2,2,2,1,2,2,1,1,1,1,2,1,3,2,2,3,2,1,4,2,1,1,1,2,2,-1,3
3504,2,1,-9,-9,1,4,2,1,-9,99,-9,4,-2,-2,-9,1,1,-9,3,3,3,3,1,-9,-9,-9,1,3,2,2,3
3505,2,1,52,10,2,1,1,1,2,2,1,1,1,1,2,1,3,1,2,2,2,1,2,2,1,2,2,-1,3,-1,2
3506,1,1,32,13,1,6,1,1,4,2,3,3,1,1,2,1,3,2,4,3,2,3,2,2,1,2,1,3,3,-1,3
3507,1,1,66,13,2,2,1,1,2,3,3,5,1,2,1,1,3,2,4,1,3,2,4,1,1,2,2,-1,3,-1,2
3508,1,1,68,12,1,1,1,1,2,6,2,7,1,2,1,2,3,1,3,2,1,3,1,1,3,1,1,3,1,1,1
3509,1,1,46,10,2,2,1,1,3,2,1,1,0,-2,2,1,1,2,3,2,2,3,4,2,1,1,2,-1,2,-1,3
3510,1,5,23,13,1,2,1,1,2,5,2,6,1,2,2,1,1,2,3,1,3,2,4,1,1,1,1,3,2,-1,2
3511,1,1,58,7,2,1,1,2,2,6,2,7,1,2,1,1,2,1,4,1,1,2,4,1,3,1,1,2,2,-1,3
3512,2,5,40,11,2,1,1,2,2,3,1,2,1,1,2,1,1,2,3,1,2,2,2,2,1,1,2,-1,2,-1,2
3513,2,1,81,7,1,1,1,2,3,4,3,4,1,2,2,1,1,2,3,2,3,3,3,2,3,1,1,3,1,1,4
3514,1,6,34,14,1,-6,1,-6,-6,99,1,1,-2,-2,-6,1,1,2,3,3,2,2,2,2,1,1,1,3,2,-1,4
3515,2,1,37,14,1,1,1,1,2,7,2,7,1,2,1,1,3,2,4,3,1,3,2,2,1,2,1,3,2,-1,2
3516,2,1,51,11,2,1,1,2,3,99,1,1,1,1,2,1,1,2,3,3,2,3,3,2,1,1,2,-1,2,-1,3
3517,1,1,50,13,2,4,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,3,2,2,1,1,2,-1,3,-1,3
3518,2,1,25,14,2,1,1,1,3,3,3,3,1,3,2,1,1,2,3,3,2,1,3,2,1,2,2,-1,3,-1,2
3519,1,1,37,13,2,-6,1,-6,-6,4,3,4,-2,-2,-6,1,3,1,4,1,1,2,1,2,1,1,2,-1,3,-1,3
3520,1,1,41,14,2,4,2,1,2,5,3,5,-2,-2,2,1,3,1,3,3,3,3,4,1,3,2,1,3,1,-1,2
3521,2,1,55,12,1,1,1,1,2,5,2,7,1,2,2,1,3,1,3,2,3,2,3,1,3,1,1,1,2,-1,2
3522,1,6,70,9,2,4,1,1,2,1,5,3,-2,-2,2,1,2,1,3,2,2,2,2,2,1,2,1,3,2,-1,2
3523,2,6,55,9,1,1,1,1,2,4,1,1,1,2,1,2,3,1,4,1,1,2,3,1,1,1,1,2,1,1,4
3524,2,1,20,10,2,2,1,1,4,4,3,5,1,2,2,2,3,2,5,2,2,2,2,1,1,2,2,-1,2,-1,3
3525,1,1,62,11,2,4,1,1,1,5,3,5,1,2,-9,2,2,1,3,2,1,2,3,1,2,1,1,2,2,-1,3
3526,1,1,72,9,2,1,1,1,2,5,2,6,1,2,1,1,3,1,4,3,1,2,3,2,1,1,2,-1,2,-1,2
3527,2,1,53,12,2,4,1,2,2,4,1,2,1,1,1,1,1,2,3,3,2,3,4,2,1,1,2,-1,3,-1,3
3528,1,1,53,9,2,1,1,1,2,6,2,7,1,2,2,1,2,1,4,1,1,2,2,1,2,2,2,-1,2,-1,3
3529,1,1,79,13,1,1,1,1,3,6,2,6,1,2,2,1,1,2,5,1,1,2,2,1,2,1,1,1,3,-1,2
3530,1,2,51,14,1,-6,1,-6,-6,5,1,1,-2,-2,-6,1,1,1,2,2,2,1,2,1,2,1,1,1,1,-1,3
3531,1,1,40,9,1,2,2,1,2,3,3,3,-2,-2,2,1,3,2,2,2,2,2,4,2,1,1,2,-1,3,-1,3
3532,2,5,60,6,2,-6,1,-6,-6,4,1,1,-2,-2,-6,1,1,2,3,1,2,3,3,2,1,1,2,-1,2,-1,3
3533,2,1,68,8,1,1,1,1,1,99,3,4,1,1,2,1,1,1,2,3,3,2,4,2,3,2,1,3,1,-1,2
3534,2,2,41,9,2,2,1,2,4,99,5,4,1,1,2,1,1,2,5,1,1,1,2,2,1,2,2,-1,3,-1,5
3535,1,1,31,14,2,4,1,1,1,3,3,3,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,-1,3,-1,1
3536,2,2,31,10,1,-6,1,-6,-6,99,3,4,-2,-2,-6,2,2,2,3,3,3,3,4,1,1,1,2,-1,1,1,1
3537,2,2,38,10,2,2,2,1,2,99,5,4,0,-2,2,1,1,2,5,2,2,3,2,2,1,1,2,-1,3,-1,3
3538,3,4,57,7,2,1,2,2,4,3,1,2,1,1,1,1,1,2,2,3,1,1,4,2,1,1,1,3,1,-1,1
3539,2,3,32,12,2,1,1,1,2,5,2,6,1,2,2,1,1,1,4,1,1,2,2,1,1,1,2,-1,2,-1,2
3540,-9,1,76,14,1,1,1,1,1,2,3,3,1,1,2,1,1,1,2,2,2,2,4,2,1,2,1,2,3,-1,2
3541,1,1,51,15,2,3,1,1,1,2,1,2,1,1,2,1,1,2,2,1,3,1,4,2,1,1,2,-1,3,-1,3
3542,2,1,90,9,1,-6,1,-6,-6,6,2,7,1,2,-6,1,2,1,4,1,1,2,4,2,3,1,1,1,2,-1,3
3543,2,1,59,13,1,2,1,1,2,6,2,7,1,2,1,1,1,1,4,2,1,2,3,1,3,1,1,3,2,1,2
3544,2,5,38,9,1,1,2,1,2,99,1,2,1,1,2,1,1,2,2,2,2,1,4,1,1,2,1,3,1,1,3
3545,1,1,75,9,2,2,1,1,1,2,1,1,0,-2,2,1,3,2,3,2,2,1,4,2,1,2,2,-1,2,-1,2
3546,1,1,68,8,2,1,1,1,1,99,1,1,-2,-2,2,1,1,2,2,2,3,3,3,2,1,2,1,3,2,-1,3
3547,1,1,77,8,1,1,1,1,3,99,1,2,1,5,2,1,3,2,3,2,2,2,4,2,1,1,1,1,2,-1,3
3548,1,2,27,10,1,4,1,1,2,1,3,3,-2,-2,2,1,1,2,2,2,3,1,2,1,1,1,1,3,2,-1,3
3549,1,5,42,14,2,2,1,1,3,5,3,4,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,-1,3,-1,2
3550,1,1,64,13,1,2,1,1,2,5,2,6,1,2,2,1,2,1,4,3,3,2,2,1,1,1,1,2,2,-1,3
3551,1,4,49,11,1,-6,1,-6,-6,3,1,1,-2,-2,-6,1,3,2,1,2,2,1,2,2,1,2,1,3,2,-1,1
3552,2,1,78,9,2,2,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,3,3,2,1,2,2,-1,3,-1,2
3553,1,1,67,13,2,1,1,1,2,2,1,1,1,1,2,1,3,2,3,3,2,1,4,2,1,2,2,-1,2,-1,3
3554,1,6,42,13,1,4,1,1,2,4,3,4,-2,-2,2,2,1,1,3,1,3,3,2,2,1,1,2,-1,3,-1,3
3555,2,1,52,13,1,1,1,1,2,6,2,7,1,2,2,1,3,1,4,1,3,2,3,1,2,1,1,3,2,1,2
3556,3,1,51,9,1,1,1,2,3,5,3,4,1,4,2,2,2,1,4,3,3,3,4,1,3,1,1,3,1,-1,3
3557,2,1,31,13,2,-6,1,-6,-6,4,1,2,-2,-2,-6,1,1,2,3,3,2,2,2,1,1,1,2,-1,3,-1,3
3558,2,1,24,10,1,1,1,2,3,99,2,6,1,2,1,1,1,1,5,1,1,2,2,1,3,1,1,1,1,-1,1
3559,2,5,78,13,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,2,2,-1,2
3560,1,1,65,13,2,4,1,1,2,2,1,2,1,1,2,1,1,1,3,2,3,1,4,2,1,1,2,-1,3,-1,4
3561,2,2,48,10,1,-6,1,-6,-6,99,1,1,-2,-2,-6,1,2,2,3,3,3,3,3,1,3,2,1,3,1,2,3
3562,2,1,58,12,1,1,1,1,2,6,2,7,1,2,1,2,2,1,4,1,2,2,4,1,2,2,1,3,1,2,2
3563,2,1,88,9,1,2,1,1,3,4,1,1,1,1,2,1,3,1,3,1,2,3,3,-9,2,2,1,3,2,2,2
3564,2,2,73,10,2,-6,1,-6,-6,99,1,1,-2,-2,-6,1,2,1,2,2,3,3,2,1,1,1,1,3,1,-1,3
3565,2,1,34,14,2,7,1,1,2,1,5,3,1,1,2,1,1,2,4,3,2,3,3,2,1,1,2,-1,3,-1,4
3566,2,1,33,12,1,2,1,1,4,99,1,2,0,-2,2,2,1,2,4,3,3,2,4,2,1,2,2,-1,2,-1,1
3567,2,1,72,10,1,1,1,1,3,4,3,4,1,2,1,1,2,1,4,2,3,3,3,1,3,1,1,3,1,2,3
3568,1,1,60,8,1,4,2,2,2,3,1,2,-2,-2,2,1,1,2,3,3,2,2,3,2,2,2,1,3,3,-1,3
3569,2,1,35,10,1,1,1,2,2,7,2,7,1,2,1,1,1,1,4,1,1,3,2,1,3,1,1,3,1,-1,3
3570,2,1,47,13,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,-1,2,-1,2
3571,2,1,61,4,1,-6,2,-6,-6,99,2,6,-2,-2,-6,1,1,2,2,2,2,3,4,2,1,2,1,2,2,-1,-5
3572,1,1,68,13,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,4,2,1,2,2,-1,3,-1,2
3573,2,1,43,13,1,1,1,1,2,6,2,7,1,2,1,1,1,1,4,2,3,2,2,1,2,1,1,3,1,2,2
3574,1,1,64,9,1,-6,1,-6,-6,6,3,4,-2,-2,-6,2,3,1,4,2,3,3,2,1,-9,1,1,3,1,2,3
3575,2,1,60,10,2,1,1,2,2,99,1,2,1,2,1,1,3,1,5,3,1,3,2,1,2,1,1,3,1,-1,5
3576,2,1,40,13,1,1,1,1,3,7,2,7,1,2,1,1,3,1,5,1,1,2,2,1,2,1,1,3,1,2,3
3577,2,1,60,14,1,4,1,1,2,2,1,1,1,1,2,1,3,1,2,3,2,2,4,2,1,2,1,3,3,-1,1
3578,1,1,32,13,1,4,1,1,1,5,3,5,1,2,2,1,1,1,5,2,1,1,2,1,2,2,1,3,1,1,1
3579,2,1,43,13,2,1,1,1,1,6,3,5,1,2,2,1,2,1,4,1,1,2,2,1,2,1,1,1,2,-1,4
3580,1,3,25,13,1,2,1,1,3,2,1,2,1,1,2,2,3,2,4,2,2,2,2,2,1,1,2,-1,3,-1,1
3581,2,4,63,10,1,4,1,1,3,5,3,5,0,-2,1,2,2,1,5,3,2,1,2,1,3,2,1,3,1,2,4
3582,1,3,56,13,2,-6,1,-6,-6,3,3,4,-2,-2,-6,1,3,1,5,1,1,2,3,1,2,1,1,3,2,-1,3
3583,1,2,38,9,1,-7,2,-7,-7,99,1,1,-2,-2,-7,2,3,1,3,2,2,1,2,2,2,2,1,3,2,-1,2
3584,1,1,66,10,2,1,1,2,2,4,1,2,1,1,1,1,2,1,3,1,2,3,3,2,1,2,1,1,2,-1,3
3585,2,1,80,12,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,3,4,2,1,2,1,2,2,1,2
3586,2,1,56,10,1,1,2,1,1,2,3,3,1,1,2,1,1,2,3,3,2,2,4,2,1,2,1,1,3,-1,5
3587,2,1,58,12,2,2,1,1,2,5,2,6,1,2,1,1,3,2,4,1,1,1,3,2,2,1,2,-1,3,-1,3
3588,2,3,62,8,1,-6,1,-6,-6,4,2,6,-2,-2,-6,1,3,2,2,1,1,1,4,1,1,1,1,3,1,-1,3
3589,1,1,61,10,1,1,1,2,1,6,2,7,1,2,1,2,2,1,4,2,1,2,2,1,3,1,1,3,2,-1,2
3590,1,1,29,11,2,2,2,2,3,4,1,2,-2,-2,2,1,1,2,4,1,3,2,2,2,1,1,1,2,2,-1,3
3591,2,1,74,14,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,4,2,1,1,1,1,2,1,1
3592,2,1,73,10,2,1,1,1,2,4,3,4,1,5,2,1,1,2,4,3,2,3,3,2,1,1,2,-1,2,-1,4
3593,1,2,44,12,1,4,1,1,3,4,5,4,0,-2,2,1,1,1,3,3,1,3,3,1,3,1,1,3,1,2,1
3594,2,1,68,9,2,2,1,1,3,99,1,2,0,-2,2,1,1,2,4,3,1,3,3,1,1,1,1,3,2,-1,3
3595,2,1,39,9,2,1,2,2,3,99,3,4,1,2,1,1,1,2,5,1,1,3,1,1,1,1,1,2,2,-1,3
3596,1,5,34,8,1,4,2,1,4,99,1,2,1,2,2,2,2,1,5,2,2,2,3,1,2,1,1,2,2,-1,2
3597,2,6,47,13,1,2,1,2,3,99,5,4,1,2,2,2,3,2,3,3,3,3,3,1,3,1,1,3,1,-1,3
3598,2,1,67,9,1,4,1,2,4,99,3,3,-2,-2,2,1,3,2,5,1,3,3,2,1,1,1,2,-1,2,-1,2
3599,2,1,49,16,2,4,1,1,3,3,1,2,1,1,2,1,1,2,3,3,2,1,4,2,1,2,2,-1,3,-1,2
3600,2,1,76,12,1,1,1,1,2,7,2,7,1,2,1,2,2,1,2,3,1,3,2,1,3,1,1,3,1,2,1
3601,1,1,53,8,1,1,1,1,2,3,1,2,1,1,2,1,1,2,4,1,2,2,3,1,1,1,1,1,2,-1,3
3602,1,1,76,9,1,1,1,1,2,2,1,1,1,1,2,1,3,1,2,3,2,3,4,1,2,1,1,2,2,-1,2
3603,1,5,68,14,2,4,1,1,2,3,3,3,1,1,2,1,1,2,2,3,2,3,3,2,1,1,2,-1,3,-1,1
3604,1,1,35,13,1,-6,1,-6,-6,4,2,6,-2,-2,-6,2,3,1,3,2,3,3,3,1,3,1,1,2,1,-1,2
3605,1,1,67,16,2,1,1,1,2,4,3,4,1,2,2,1,2,1,5,1,1,2,2,1,3,1,2,-1,3,-1,4
3606,2,1,46,13,1,-7,1,-7,-7,5,2,6,-2,-2,-7,1,3,1,3,3,2,2,4,2,2,1,1,2,2,-1,2
3607,1,1,62,13,2,-6,1,-6,-6,5,2,7,-2,-2,-6,1,1,2,2,1,1,2,4,2,1,2,1,2,2,-1,2
3608,2,1,60,9,1,1,1,2,2,4,3,4,-2,-2,1,1,2,1,4,2,2,3,2,1,3,1,1,3,1,2,2
3609,1,1,23,9,2,-6,2,-6,-6,99,3,4,-2,-2,-6,1,1,2,5,3,3,3,3,1,1,1,2,-1,3,-1,4
3610,1,1,68,9,1,-6,1,-6,-6,99,1,2,-2,-2,-6,1,1,1,2,2,3,3,4,1,1,1,1,3,2,-1,2
3611,1,1,71,13,1,1,1,1,3,6,2,7,1,2,1,1,3,1,3,2,2,1,-9,-9,3,1,1,3,1,2,1
3612,2,1,71,10,1,1,1,2,2,6,2,6,1,2,1,1,3,2,2,1,2,3,3,1,2,1,1,3,2,-1,2
3613,2,1,28,14,1,-6,1,-6,-6,4,3,5,-2,-2,-6,1,3,1,3,2,2,2,3,2,1,1,2,-1,3,-1,1
3614,1,2,59,8,1,1,1,1,2,99,1,1,1,1,2,2,2,2,2,1,3,3,4,2,3,1,1,2,2,-1,3
